make_name,make_name_normalized,model_name,model_name_normalized,model_year,trim_name,trim_name_normalized,body_type_raw,body_type_normalized,transmission_raw,transmission_normalized,msrp_base_candidate,source_row_count,source_mmr_median,source_sellingprice_median,source_vin_sample,placeholder_image_url,needs_enrichment,enrichment_missing_fields,selection_status,selection_reason,variant_sort_order
GMC,gmc,Savana,savana,2013,LS 3500,ls 3500,Van,van,automatic,Automatic,17200,6,17200.0,16650,1gjz71fa6d1127398,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
GMC,gmc,Savana,savana,2014,LS 3500,ls 3500,Van,van,automatic,Automatic,22800,4,22800.0,22850,1gjz71fa3e1166838,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
GMC,gmc,Savana Cargo,savana-cargo,2014,2500,2500,Van,van,automatic,Automatic,20300,616,20300.0,20400,1gtw7fca1e1902168,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
GMC,gmc,Savana Cargo,savana-cargo,2008,2500,2500,Van,van,automatic,Automatic,5950,7,5950.0,6400,1gtgg25c081102350,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
GMC,gmc,Savana Cargo,savana-cargo,2012,1500,1500,Van,van,automatic,Automatic,7675,5,7675.0,7500,1gts7afx9c1189647,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
GMC,gmc,Savana Cargo,savana-cargo,2009,1500,1500,Van,van,automatic,Automatic,7650,5,7650.0,6900,1gtfg15x091119823,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
GMC,gmc,Savana Cargo,savana-cargo,2011,2500,2500,Van,van,automatic,Automatic,10750,4,10750.0,12900,1gtw7gca1b1902334,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
GMC,gmc,Savana Cargo,savana-cargo,2006,2500,2500,Van,van,automatic,Automatic,1575,4,1575.0,3500,1gtgg25v261117592,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
GMC,gmc,Savana Cargo,savana-cargo,2007,1500,1500,Van,van,automatic,Automatic,4000,3,4000.0,4100,1gtfg15x271229477,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
GMC,gmc,Savana Cargo,savana-cargo,2005,2500,2500,Van,van,automatic,Automatic,4700,3,4700.0,4400,1gtgg25v051132879,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,8
GMC,gmc,Savana Cargo,savana-cargo,2002,3500,3500,Van,van,automatic,Automatic,1500,3,1500.0,1900,1gthg35r321190915,/placeholders/catalog/van.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,9
GMC,gmc,Sierra 1500,sierra-1500,2013,SLE,sle,Crew Cab,pickup,automatic,Automatic,26100,221,26100.0,26000,1gtr1ve0xdz285110,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
GMC,gmc,Sierra 1500,sierra-1500,2011,SLE,sle,Crew Cab,pickup,automatic,Automatic,21600,187,21600.0,21700,1gtr2ve33bz222886,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
GMC,gmc,Sierra 1500,sierra-1500,2012,SLE,sle,Crew Cab,pickup,automatic,Automatic,23700,175,23700.0,23700,3gtp1ve02cg105320,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
GMC,gmc,Sierra 1500,sierra-1500,2014,SLE,sle,Crew Cab,pickup,automatic,Automatic,30300,114,30300.0,29800,1gtv2ueh6ez101925,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
GMC,gmc,Sierra 1500,sierra-1500,2008,SLE1,sle1,Crew Cab,pickup,automatic,Automatic,15100,106,15100.0,15350,1gtek19j58z320780,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
GMC,gmc,Sierra 1500,sierra-1500,2014,SLT,slt,Crew Cab,pickup,automatic,Automatic,36600,103,36600.0,36750,1gtv2vec5ez110609,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
GMC,gmc,Sierra 1500,sierra-1500,2010,SLE,sle,Crew Cab,pickup,automatic,Automatic,19675,94,19675.0,19750,1gtscve0xaz142391,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
GMC,gmc,Sierra 1500,sierra-1500,2009,Work Truck,work truck,Crew Cab,pickup,automatic,Automatic,17625,72,17625.0,17300,1gtek19099e102969,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,8
GMC,gmc,Sierra 1500,sierra-1500,2007,SLE1,sle1,Crew Cab,pickup,automatic,Automatic,12900,67,12900.0,13000,2gtec13j771722166,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,9
GMC,gmc,Sierra 1500,sierra-1500,2009,SLE,sle,Crew Cab,pickup,automatic,Automatic,16250,65,16250.0,17000,1gtec29089z130984,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,10
GMC,gmc,Sierra 1500,sierra-1500,2005,SLE,sle,Crew Cab,pickup,automatic,Automatic,8400,64,8400.0,8200,1gtek19b55e218343,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,11
GMC,gmc,Sierra 1500,sierra-1500,2012,SLT,slt,Crew Cab,pickup,automatic,Automatic,29500,47,29500.0,29100,3gtp2we73cg226941,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,12
GMC,gmc,Sierra 1500,sierra-1500,2011,SLT,slt,Crew Cab,pickup,automatic,Automatic,25500,47,25500.0,25000,1gtr2we30bz121097,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,13
GMC,gmc,Sierra 1500,sierra-1500,2013,SLT,slt,Crew Cab,pickup,automatic,Automatic,30100,46,30100.0,30500,1gtr2we71dz107974,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,14
GMC,gmc,Sierra 1500,sierra-1500,2008,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,9038,46,9038.0,9050,1gtec14x78z138331,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,15
GMC,gmc,Sierra 1500,sierra-1500,2011,SL,sl,Crew Cab,pickup,automatic,Automatic,18600,38,18600.0,18350,3gtp2uea1bg392910,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,16
GMC,gmc,Sierra 1500,sierra-1500,2011,Denali,denali,Crew Cab,pickup,automatic,Automatic,28200,35,28200.0,28000,3gtp2xe21bg281784,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,17
GMC,gmc,Sierra 1500,sierra-1500,2004,SLE,sle,Extended Cab,pickup,automatic,Automatic,6912,36,6912.0,6200,1gtec19v04z336654,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,18
GMC,gmc,Sierra 1500,sierra-1500,2006,SLE1,sle1,Extended Cab,pickup,automatic,Automatic,10200,35,10200.0,9800,1gtec19t16z128879,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,19
GMC,gmc,Sierra 1500,sierra-1500,2012,Denali,denali,Crew Cab,pickup,automatic,Automatic,31950,32,31950.0,32200,3gtp2xe20cg224588,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,20
GMC,gmc,Sierra 1500,sierra-1500,2005,SLT,slt,Crew Cab,pickup,automatic,Automatic,9900,33,9900.0,9100,2gtec13t651392826,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,21
GMC,gmc,Sierra 1500,sierra-1500,2008,Denali,denali,Crew Cab,pickup,automatic,Automatic,20500,32,20500.0,19900,2gtec638081180839,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,22
GMC,gmc,Sierra 1500,sierra-1500,2011,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,12000,31,12000.0,13000,1gtn1te02bz238802,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,23
GMC,gmc,Sierra 1500,sierra-1500,2007,SLT,slt,Crew Cab,pickup,automatic,Automatic,14650,31,14650.0,14100,1gtek19j67z534756,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,24
GMC,gmc,Sierra 1500,sierra-1500,2010,SL,sl,Extended Cab,pickup,automatic,Automatic,15100,29,15100.0,14700,1gtscuea0az228103,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,25
GMC,gmc,Sierra 1500,sierra-1500,2013,Denali,denali,Crew Cab,pickup,automatic,Automatic,35500,28,35500.0,35300,3gtp2xe28dg104409,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,26
GMC,gmc,Sierra 1500,sierra-1500,2010,SLT,slt,Crew Cab,pickup,automatic,Automatic,22200,28,22200.0,22150,3gtrkwe22ag127277,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,27
GMC,gmc,Sierra 1500,sierra-1500,2014,Base,base,Double Cab,pickup,automatic,Automatic,21600,27,21600.0,23600,1gtn1teh0ez144394,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,28
GMC,gmc,Sierra 1500,sierra-1500,2008,SLT,slt,Crew Cab,pickup,automatic,Automatic,17500,26,17500.0,16850,3gtek13j68g292335,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,29
GMC,gmc,Sierra 1500,sierra-1500,2006,SLT,slt,Extended Cab,pickup,automatic,Automatic,11350,26,11350.0,11300,1gtek19b06z115809,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,30
GMC,gmc,Sierra 1500,sierra-1500,2003,Base,base,Extended Cab,pickup,automatic,Automatic,4488,26,4488.0,4000,1gtec14v23e376795,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,31
GMC,gmc,Sierra 1500,sierra-1500,2012,SL,sl,Extended Cab,pickup,automatic,Automatic,20050,24,20050.0,20100,1gtr2uea5cz267712,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,32
GMC,gmc,Sierra 1500,sierra-1500,2004,Base,base,Extended Cab,pickup,automatic,Automatic,5300,23,5300.0,5100,1gtec14x14z123754,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,33
GMC,gmc,Sierra 1500,sierra-1500,2003,SLE,sle,Extended Cab,pickup,automatic,Automatic,4938,20,4938.0,4650,1gtec19t93z187075,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,34
GMC,gmc,Sierra 1500,sierra-1500,2014,Denali,denali,Crew Cab,pickup,automatic,Automatic,42000,17,42000.0,42800,3gtu2wec0eg265702,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,35
GMC,gmc,Sierra 1500,sierra-1500,2013,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,16675,16,16675.0,16900,1gtn1tex2dz352055,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,36
GMC,gmc,Sierra 1500,sierra-1500,2012,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,14275,16,14275.0,14700,1gtn1tea0cz275146,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,37
GMC,gmc,Sierra 1500,sierra-1500,2010,Denali,denali,Crew Cab,pickup,automatic,Automatic,25200,16,25200.0,24800,3gtrcxe27ag251323,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,38
GMC,gmc,Sierra 1500,sierra-1500,2007,Work Truck,work truck,Extended Cab,pickup,automatic,Automatic,10675,16,10675.0,11250,1gtec19c47z544927,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,39
GMC,gmc,Sierra 1500,sierra-1500,2006,SL2,sl2,Crew Cab,pickup,automatic,Automatic,9350,16,9350.0,9550,2gtec13v061262964,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,40
GMC,gmc,Sierra 1500,sierra-1500,2005,Base,base,Extended Cab,pickup,automatic,Automatic,4562,16,4562.0,4600,1gtec14v55z144574,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,41
GMC,gmc,Sierra 1500,sierra-1500,2001,SLE,sle,Extended Cab,pickup,automatic,Automatic,3375,16,3375.0,3350,1gtec19t81e327704,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,42
GMC,gmc,Sierra 1500,sierra-1500,2009,SLT,slt,Crew Cab,pickup,automatic,Automatic,21700,14,21700.0,22650,1gtec39069z253222,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,43
GMC,gmc,Sierra 1500,sierra-1500,2008,SL,sl,Crew Cab,pickup,automatic,Automatic,14750,13,14750.0,14000,1gtec19c78z144569,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,44
GMC,gmc,Sierra 1500,sierra-1500,2004,SLT,slt,Extended Cab,pickup,automatic,Automatic,8075,13,8075.0,7100,1gtek19t24e285134,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,45
GMC,gmc,Sierra 1500,sierra-1500,2009,SL,sl,Crew Cab,pickup,automatic,Automatic,15500,12,15500.0,14100,1gtec19c19z244328,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,46
GMC,gmc,Sierra 1500,sierra-1500,2002,Base,base,Extended Cab,pickup,automatic,Automatic,3775,13,3775.0,3000,1gtec14w82z254409,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,47
GMC,gmc,Sierra 1500,sierra-1500,2006,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,5188,12,5188.0,4850,1gtec14x56z115837,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,48
GMC,gmc,Sierra 1500,sierra-1500,2007,Denali,denali,Crew Cab,pickup,automatic,Automatic,19400,11,19400.0,19000,2gtec638971676771,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,49
GMC,gmc,Sierra 1500,sierra-1500,2002,SLE,sle,Extended Cab,pickup,automatic,Automatic,5500,11,5500.0,4700,2gtec19t321406278,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,50
GMC,gmc,Sierra 1500,sierra-1500,2010,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,9950,9,9950.0,11100,1gtpctea6az227618,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,51
GMC,gmc,Sierra 1500,sierra-1500,2015,SLE,sle,Crew Cab,pickup,automatic,Automatic,33900,8,33900.0,34700,3gtu2uec2fg243108,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,52
GMC,gmc,Sierra 1500,sierra-1500,2013,SL,sl,Crew Cab,pickup,automatic,Automatic,21600,8,21600.0,21450,1gtr2uea2dz298210,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,53
GMC,gmc,Sierra 1500,sierra-1500,2008,SLE2,sle2,Extended Cab,pickup,automatic,Automatic,16600,7,16600.0,15500,1gtek19j58e184352,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,54
GMC,gmc,Sierra 1500,sierra-1500,2005,Denali,denali,Crew Cab,pickup,automatic,Automatic,12700,6,12700.0,12250,2gtek63n451336790,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,55
GMC,gmc,Sierra 1500,sierra-1500,2007,SL,sl,Crew Cab,pickup,automatic,Automatic,12750,5,12750.0,11600,2gtec13c171536723,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,56
GMC,gmc,Sierra 1500,sierra-1500,2001,SLT,slt,Extended Cab,pickup,automatic,Automatic,3212,6,3212.0,3000,1gtec19t31z161715,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,57
GMC,gmc,Sierra 1500,sierra-1500,2000,SL,sl,Regular Cab,pickup,automatic,Automatic,1988,6,1988.0,2250,1gtec14w1yz226377,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,58
GMC,gmc,Sierra 1500,sierra-1500,2002,SL,sl,Extended Cab,pickup,automatic,Automatic,3375,5,3375.0,2500,2gtek19t621257805,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,59
GMC,gmc,Sierra 1500,sierra-1500,2000,SLE,sle,Extended Cab,pickup,automatic,Automatic,3125,5,3125.0,2200,1gtec19vxyz293236,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,60
GMC,gmc,Sierra 1500,sierra-1500,2002,Denali,denali,Extended Cab,pickup,automatic,Automatic,6362,4,6362.0,5600,2gtfk69u021397620,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,61
GMC,gmc,Sierra 1500,sierra-1500,2007,SLE2,sle2,Crew Cab,pickup,automatic,Automatic,13050,3,13050.0,12800,1gtek19j67z502714,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,62
GMC,gmc,Sierra 1500,sierra-1500,2006,SLE2,sle2,Extended Cab,pickup,automatic,Automatic,7950,3,7950.0,8700,1gtec19z56z146726,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,63
GMC,gmc,Sierra 1500,sierra-1500,2005,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,3975,3,3975.0,2700,1gtec14x15z332087,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,64
GMC,gmc,Sierra 1500,sierra-1500,2004,Denali,denali,Extended Cab,pickup,automatic,Automatic,10600,3,10600.0,10700,2gtfk69u241305152,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,65
GMC,gmc,Sierra 1500 Classic,sierra-1500-classic,2007,SLE1,sle1,Extended Cab,pickup,automatic,Automatic,13400,22,13400.0,11550,1gtec19v17z191144,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
GMC,gmc,Sierra 1500 Classic,sierra-1500-classic,2007,SL2,sl2,Crew Cab,pickup,automatic,Automatic,9962,10,9962.0,11000,2gtec13v071137500,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
GMC,gmc,Sierra 1500 Classic,sierra-1500-classic,2007,SLT,slt,Crew Cab,pickup,automatic,Automatic,12275,6,12275.0,11525,1gtek19z47z103743,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
GMC,gmc,Sierra 1500 Classic,sierra-1500-classic,2007,SL1,sl1,Extended Cab,pickup,automatic,Automatic,8375,5,8375.0,8900,1gtec14xx7z184458,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
GMC,gmc,Sierra 1500 Classic,sierra-1500-classic,2007,Work Truck,work truck,Regular Cab,pickup,automatic,Automatic,8875,4,8875.0,8000,1gtek19v97e172397,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
GMC,gmc,Sierra 1500HD,sierra-1500hd,2003,SLE,sle,Crew Cab,pickup,automatic,Automatic,7325,5,7325.0,6300,1gtgk13u03f136420,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
GMC,gmc,Sierra 2500HD,sierra-2500hd,2011,SLE,sle,Crew Cab,pickup,automatic,Automatic,23300,34,23300.0,22550,1gt120c87bf121303,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,1
GMC,gmc,Sierra 2500HD,sierra-2500hd,2013,Denali,denali,Crew Cab,pickup,automatic,Automatic,45250,30,45250.0,45000,1gt125e81df221359,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,2
GMC,gmc,Sierra 2500HD,sierra-2500hd,2012,SLE,sle,Crew Cab,pickup,automatic,Automatic,25600,23,25600.0,25400,1gt120c83cf214109,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,3
GMC,gmc,Sierra 2500HD,sierra-2500hd,2013,SLE,sle,Crew Cab,pickup,automatic,Automatic,28000,19,28000.0,30600,1gt120c82df105724,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,4
GMC,gmc,Sierra 2500HD,sierra-2500hd,2012,Denali,denali,Crew Cab,pickup,automatic,Automatic,40000,19,40000.0,39800,1gt125e8xcf108041,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,5
GMC,gmc,Sierra 2500HD,sierra-2500hd,2009,Work Truck,work truck,Crew Cab,pickup,automatic,Automatic,22650,18,22650.0,23200,1gthk43629f164610,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,6
GMC,gmc,Sierra 2500HD,sierra-2500hd,2008,SLE1,sle1,Crew Cab,pickup,automatic,Automatic,21200,17,21200.0,20200,1gthc23658f179585,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,7
GMC,gmc,Sierra 2500HD,sierra-2500hd,2011,SLT,slt,Crew Cab,pickup,automatic,Automatic,32350,16,32350.0,31650,1gt121c80bf105840,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",review_pool,Normalized candidate kept for later review but not selected in the first 50-model wave.,8
